"","origin_ID","news_headlines","anger","disgust","fear","joy","sadness","surprise"
"417","916","Second opinion: girl or boy? as fertility technology advances, so does an ethical debate",9,15,15,5,14,28
"418","917","Heavy snow causes travel chaos and shuts schools",4,0,44,9,39,19
"419","918","Barbaro's legacy: saving other horses",0,0,6,30,22,11
"420","919","Luxury digs in South Carolina's Lowcountry",0,0,0,28,0,10
"421","920","Dozens killed in Baghdad bombing",17,2,67,0,92,15
"422","921","Ice storms kill 21 across nation",8,0,54,0,93,16
"423","922","De Villiers takes over Dakar lead",1,0,0,42,0,10
"424","923","Vietnam becomes WTO's 150th member",4,4,0,47,2,5
"425","924","South African trio share advantage",0,0,0,39,0,8
"426","925","Observatory: poison begets poison",10,9,27,0,26,17
"427","926","Action intensity boosts vision",0,0,0,41,0,39
"428","927","Why the smell of a man's armpit is a turn-on",0,31,0,16,0,52
"429","928","Nokia 5300 Xpress Music",0,0,0,22,0,5
"430","929","Dell to cut bonuses, trim management",0,0,12,0,41,13
"431","930","Second drop in cancer deaths could point to a trend, researchers say",0,0,9,35,5,36
"432","931","TV game shows go interactive",0,0,0,33,0,6
"433","932","Boy missing since 2002 found alive",0,0,10,82,17,22
"434","933","US, North Korea signed nuclear memo",0,0,28,42,0,14
"435","934","Russia honors Sputnik designer",0,0,0,66,0,12
"436","935","In Kenya's capital, a sense that danger is ever stronger",0,0,66,0,29,20
"437","936","Bill, thanks for the RSA memories... and laughs",0,0,0,44,4,4
"438","937","Friendly fire pilot 'experienced'",24,7,13,0,27,21
"439","938","MySpace welcomes French friends",0,0,3,50,0,2
"440","939","Airlines: UK airport runway unsafe",6,2,68,0,16,16
"441","940","The amounts you have to pay for a bomb scare",15,24,75,0,22,6
"442","941","In Egypt, Rice speaks softly",0,0,10,11,0,9
"443","942","Weekly Nielsen Yvonne De Carlo, 'Munsters' star, dead",9,0,16,0,74,14
"444","943","Senate votes to revoke pensions",13,0,18,0,35,14
"445","944","EarthLink CEO dies at age 49",0,0,15,0,87,38
"446","945","Software giant SAP misses target",0,0,10,0,45,16
"447","946","Vital signs: mental abilities: folic acid may improve thinking skills",0,0,0,40,0,43
"448","947","De Villiers stretches overall lead",0,0,0,38,0,8
"449","948","Families celebrate return of sons",0,0,2,84,6,14
"450","949","China detains 2 after body parts found in mail",6,53,72,15,21,23
"451","950","North Korea ready to discuss nuke disarmament",5,0,21,42,6,17
"452","951","For women, nothing's like the smell of men's sweat",0,16,0,13,0,56
"453","952","Nadal wants Australian Open crown",0,0,0,21,0,0
"454","953","Beijing journal: Olympic construction unearths ancient treasure trove",0,0,0,47,0,34
"455","954","Chinese president arrives in Mozambique, African tour nearly over",0,0,4,33,5,16
"456","955","Reclusive 'Mockingbird' author attends show",0,0,0,18,0,6
"457","956","Asia near pact on energy, security",0,0,3,36,0,7
"458","957","Philippine anti-terror law delayed until June",17,0,32,0,32,13
"459","958","Ex-suspect slams anti-terror laws",44,15,19,15,18,20
"460","959","Study detects a gene linked to Alzheimer's",0,0,18,40,23,24
"461","960","Panda cub makes her debut",0,0,0,59,0,7
"462","961","Harris haul puts South Africa on top",0,0,0,61,0,10
"463","962","Weight-loss drug to be sold over the counter",0,0,7,33,7,16
"464","963","Beckham outlines reasons for move",0,0,0,12,2,7
"465","964","Study finds gritty air raises heart disease risk in older women",0,0,30,3,23,35
"466","965","Venezuela, Iran fight U.S. dominance",60,12,24,16,17,5
"467","966","'Housewives' star Marcia Cross on bed rest",0,0,4,0,25,16
"468","967","Blog: Here come the Globes!",0,0,0,49,0,11
"469","968","Greek police hunt embassy attackers",48,2,22,4,13,0
"470","969","Apple warns iTunes users to wait on Vista",0,0,5,0,12,21
"471","970","Tsunami fears ease after quake",0,0,79,13,13,0
"472","971","China considers Eurobond reserves",0,0,7,30,0,13
"473","972","Underarm bowls them over",0,5,0,6,0,14
"474","973","At least 130 die as blast levels Baghdad market",24,17,69,0,90,17
"475","974","New McCain team made attack ads he once faulted",19,13,19,0,15,16
"476","975","Deaths as bird flu flares in Asia",0,0,79,0,60,12
"477","976","Hamas, Fatah leaders pledge to meet until they reach agreement",0,0,10,50,0,15
"478","977","Officers had 'rapport' with alleged abductor",35,41,16,0,23,21
"479","978","No e-Book for Harry Potter VII",2,0,3,8,37,11
"480","979","Review: Nokia 5300 Xpress Music",0,0,0,20,0,4
"481","980","'Can't do this anymore'? Not Jack",0,0,0,3,0,11
"482","981","Black hole triplets spotted",0,0,11,17,0,42
"483","982","Israel weighs old city project webcast",4,0,6,13,1,23
"484","983","Indonesian bird flu deaths hit 61",0,0,58,0,86,16
"485","984","Somali refugees cut off from aid",14,0,16,1,73,15
"486","985","Microsoft downplays Vista speech-recognition hack",3,0,7,17,11,3
"487","986","Next island hot spot: St. Lucia",0,0,0,49,0,15
"488","987","Italy to hold no-show trial of Bronx GI in Iraq slay",28,21,25,17,17,15
"489","988","Rescued boys parents hail 'miracle'",0,0,11,73,10,17
"490","989","Canadians tracked in child porn ring",50,58,18,17,19,22
"491","990","Teen hacks Venezuelan government Web sites",27,0,14,0,13,44
"492","991","Russia plans new ICBMs, nuclear subs",18,0,61,0,21,15
"493","992","Gere cheers sex workers in AIDS fight",1,8,10,34,7,18
"494","993","Study: Male sweat causes female hormones to rise",0,11,0,17,0,59
"495","994","Collision on icy road kills 7",4,0,47,0,85,1
"496","995","Surprise: China cuts price of gas",0,0,5,54,0,42
"497","996","What the Godfather of Soul meant to me",0,0,0,15,9,0
"498","997","New Mars orbiter spots Pathfinder landing site",0,0,0,48,0,18
"499","998","Mass Venezuela opposition rally",27,0,15,14,3,16
"500","999","Glamour -- and 'Borat' -- at Golden Globes",0,6,0,60,0,13
"501","1000","Terror officials see Al Qaeda chiefs regaining power",13,11,86,0,16,3
"502","1001","Ivrea journal: In Italian town, a civics lesson from pelting neighbors",0,5,0,3,0,25
"503","1002","Iraqi sunni lands show new oil and gas promise",5,7,17,48,0,21
"504","1003","Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle",33,3,8,39,0,16
"505","1004","A film star in Kampala, conjuring aminos ghost",0,0,29,9,0,22
"506","1005","Militants attack U.S. base in Iraq",37,9,84,0,26,2
"507","1006","North Africa feared as staging ground for terror",18,17,88,0,23,7
"508","1007","Iran says Sunnis, using Pakistan as base, planned fatal bombing",19,9,83,0,16,16
"509","1008","Anglicans rebuke U.S. branch on same-sex unions",23,15,12,0,17,12
"510","1009","Homemade bombs kill 65 on Indian train",23,10,60,0,94,21
"511","1010","Al Qaeda chiefs are seen to regain power",15,8,82,0,20,6
"512","1011","Chvez threatens to jail violators of price controls",53,1,45,5,2,13
"513","1012","Bush declares Iran's arms role in Iraq is certain",24,3,53,0,27,14
"514","1013","Accord on North Korea is announced",0,0,5,60,0,12
"515","1014","U.S. says powerful Iraqi cleric is living in Iran",9,0,40,0,6,15
"516","1015","Baghdad plan is a success, Iraq prime minister tells Bush",14,15,17,45,16,17
"517","1016","Iraqi sunni lands show new oil and gas promise",0,5,8,49,0,12
"518","1017","Dispute over Iraqi cleric, said to have gone to Iran",29,2,28,0,2,22
"519","1018","Planning seen in Iraqi attacks on U.S. copters",29,2,54,0,37,27
"520","1019","In the world of life-saving drugs, a growing epidemic of deadly fakes",15,16,48,15,62,34
"521","1020","Basics: a mammal in winter with a furnace of her own",0,0,0,20,0,36
"522","1021","Books on science: The problems in modeling nature, with its unruly natural tendencies",0,0,7,0,8,12
"523","1022","Believing scripture but playing by science's rules",0,0,0,8,0,26
"524","1023","A familiar and prescient voice, brought to life",0,0,0,64,0,18
"525","1024","Findings : A cool $25 million for a climate backup plan",15,15,16,25,16,28
"526","1025","Call it serendipity: a missing piece of Washington's war tent is found",2,0,3,52,4,37
"527","1026","Free Will: Now you have it, now you don't",4,0,14,0,16,27
"528","1027","Archaeologists find signs of early chimps' tool use",0,0,2,23,0,64
"529","1028","Wizardry at Harvard: physicists move light",0,0,2,31,0,64
"530","1029","The summit - a slap in the face of the Palestinians",18,34,17,0,32,9
"531","1030","Moscow says Palestine-Israeli contacts key to Mideast peace",4,2,4,37,17,8
"532","1031","Mideast summit edns with little progress",8,8,9,12,36,1
"533","1032","India decries 'an act of sabotage'",34,12,40,0,28,20
"534","1033","Pakistan-India peace talks planned despite bombings",4,4,24,58,18,22
"535","1034","Czechs, Poles get missile warning",11,4,68,0,6,23
"536","1035","Russia warns US against missile bases in East Europe",48,13,53,0,0,0
"537","1036","Cheney starts visit to Japan, Australia",0,0,0,5,0,2
"538","1037","China: Cheney shores up the trilateral alliance",12,12,15,24,13,3
"539","1038","Iraq insurgents attack US base",27,3,64,0,26,9
"540","1039","US soldiers die in day of violence",32,14,28,0,89,0
"541","1040","Iraqi suicide attack kills two US troops as militants fight purge",28,16,54,0,69,8
"542","1041","Iran reneges on nuclear payments to Russia",21,14,30,0,6,15
"543","1042","Top Colombia official resigns",4,0,11,8,31,19
"544","1043","Colombia FM resigns after relatives' arrests for militia links",15,12,34,14,35,31
"545","1044","Foreign minister of Colombia quits in scandal",7,25,14,25,21,23
"546","1045","New Zealand unlikely to allow crippled Japanese whaler",11,1,5,8,35,14
"547","1046","Damaged Japanese whaling ship may resume hunting off Antarctica",11,10,20,30,31,12
"548","1047","Japanese whaling ship won't accept help",6,18,7,0,12,15
"549","1048","Iran top N-envoy heads for Vienna for nuke talks",2,0,22,29,11,11
"550","1049","Victims of Air India still wait for justice",49,17,15,0,54,17
"551","1050","Kanishka bombing case: Inquiry judge threatens to quit",23,25,20,0,12,13
"552","1051","Judge threatens to shut down Air-India inquiry",46,2,14,0,16,11
"553","1052","Royal rescues presidential hopes with commanding performance",0,0,3,42,0,20
"554","1053","Royal seeks to revive French bid",0,0,0,16,0,3
"555","1054","Sarkozy comfort zone offers a royal opportunity",0,0,0,41,0,14
"556","1055","Hicks first in line for trial, Bush says",9,2,12,1,12,10
"557","1056","Australia tells Bush to speed up Guantanamo trial",26,17,19,27,20,36
"558","1057","Howard presses Bush on terror suspect",15,6,48,12,14,17
"559","1058","France ends toxic alert at Canadian embassy in Paris",0,0,36,35,0,12
"560","1059","Paris police investigate package at Canadian embassy",6,4,37,8,12,7
"561","1060","False alarm at Canadian embassy in Paris",2,19,23,16,3,9
"562","1061","Afghan forces retake town that was overrun by Taliban",16,7,37,44,14,18
"563","1062","Taliban seize rural district in southwest as police flee",27,12,51,0,41,19
"564","1063","Afghan poppy war alienates farmers",10,0,33,0,43,6
"565","1064","Will North Korea honor pledge this time?",0,5,12,14,1,11
"566","1065","Kim Jong-il bans Japanese cars in North Korea",18,15,8,0,17,35
"567","1066","Iran vs. North Korea: not all enemies are equal",26,9,24,0,12,0
"568","1067","Catholic archbishop outlines Anglican merger hopes",0,0,0,26,0,19
"569","1068","Anglican and Catholic churches could merge",0,0,0,40,0,27
"570","1069","US helicopter crash kills 8 troops in Afghanistan",15,15,32,0,91,2
"571","1070","Eight US soldiers killed in Zabul helicopter crash",15,16,18,0,90,2
"572","1071","Arroyo lauds passage of anti-terror bill",2,0,8,52,1,14
"573","1072","House passes anti-terrorism measure Manila",2,2,5,49,1,15
"574","1073","Livingstone's transport empire may extend",0,0,9,37,0,9
"575","1074","London is pace-setter on congestion toll, says mayor",5,3,7,27,10,6
"576","1075","Protest greets congestion charge's westward push",16,11,9,15,8,2
"577","1076","Thailand attacks kill three, injure 70",22,10,42,0,76,16
"578","1077","Thai Govt moves to smooth over relations with south",0,0,2,43,2,15
"579","1078","Bombings say Muslim rebels won't negotiate",48,15,49,0,26,15
"580","1079","Roots of autism more complex than thought",0,0,15,1,25,45
"581","1080","Largest ever autism study identifies two genetic culprits",0,0,12,16,21,30
"582","1081","Canadian breakthrough offers hope on autism",0,0,6,48,10,18
"583","1082","Beware of peanut butter pathogens",0,0,37,6,17,16
"584","1083","Experts offer advice on salmonella",0,0,23,24,2,4
"585","1084","Experts issue new heart disease guidelines for women",0,0,16,37,24,16
"586","1085","For women, aspirin a day could keep stroke away",0,0,7,41,6,21
"587","1086","High cholesterol raises stroke risk healthy women",0,0,45,0,17,23
"588","1087","Cooked chicken breasts join tainted-food recalls",16,4,44,30,13,21
"589","1088","Ready to eat chicken breasts recalled due to suspected listeria",16,5,52,30,16,28
"590","1089","Fully-cooked chicken strips recalled ",10,3,19,14,16,43
"591","1090","Committee debates cancer vaccine plan",3,0,10,15,11,32
"592","1091","Stop cancer with a shot",0,0,4,41,9,25
"593","1092","1 mln birds to be vaccinated from bird flu near Moscow",0,0,19,42,5,34
"594","1093","Thousands tested after Russian H5N1 outbreak",0,0,61,23,26,5
"595","1094","Russian bird flu outbreak is deadly ""Asian strain""",0,0,71,0,18,22
"596","1095","Bernard Matthews to lay off up to 500 workers",15,10,20,0,64,38
"597","1096","Matthews lays off 130 turkey workers",13,12,17,0,53,29
"598","1097","Reopening bird flu-hitfactory ignores risks - poultryman",28,11,51,1,16,14
"599","1098","Goodbye to girlhood",0,0,7,0,21,7
"600","1099","Media cited for showing girls as sex objects",50,45,12,14,29,15
"601","1100","Sexualisation 'harms' young girls",23,16,11,0,19,6
"602","1101","A shot in the arm",0,0,53,0,9,3
"603","1102","Thousands line up to get late flu shots",2,0,41,25,6,9
"604","1103","King county offering some free flu vaccines",0,0,9,49,5,23
"605","1104","Bush vows cooperation on health care",0,7,10,60,10,0
"606","1105","Health returns as hot issue in '08 race",0,2,8,39,3,15
"607","1106","Small-business owners find Bush health plan appealing",0,0,0,58,0,14
"608","1107","Pediatricians say more cord blood is needed now",0,0,23,0,12,13
"609","1108","Whether to save cord blood can be puzzle for parents",0,0,13,8,0,29
"610","1109","Retinal implant helping blind people see again",0,0,0,80,2,24
"611","1110","Indonesia ""will not share"" flu samples",18,18,11,0,30,39
"612","1111","Health Canada issues advice on canned tuna",0,0,26,26,0,16
"613","1112","Cholesterol link in diabetes study",0,0,22,13,28,23
"614","1113","Pig cells hope for diabetes cure",0,0,3,35,2,38
"615","1114","Sick hearts switch on a fetal gene",0,0,14,9,25,29
"616","1115","Foetal mechanism helps heart failure",0,0,22,24,15,38
"617","1116","Planned cesareans not risk-free, group warns",0,0,61,0,15,11
"618","1117","Scientists tout cocoa's health benefits",0,0,0,60,0,20
"619","1118","Feeding your brain: new benefits found in chocolate",0,0,0,70,0,35
"620","1119","Some cocoa may improve brain blood flow",0,0,0,71,0,41
"621","1120","Lawyer for deceased Nazi-era collaborator Papon vows to bury him ",23,12,16,16,22,10
"622","1121","Cocoa could be antidote to age-related diseases, says new study",0,0,2,66,2,45
"623","1122","China denies reports of North Korean apology",13,3,11,0,20,23
"624","1123","Hungarian opposition calls for vote after violence escalates",38,17,33,0,14,7
"625","1124","AU regrets Sudan's expulsion of UN envoy ",16,17,10,0,39,10
"626","1125","Bush officials: no big move in Iraq plan ",20,13,24,0,19,0
"627","1126","Opponent is put on the spot over remarks about Clinton",4,7,0,13,0,17
"628","1127","House ethics panel talks to Hastert aide",0,0,0,29,0,12
"629","1128","BellSouth says profit rises 30% on cingular earnings",0,0,0,57,0,15
"630","1129","Enron boss gets 24-year sentence",18,18,5,14,35,17
"631","1130","Sony apologizes for battery recall",4,8,4,20,13,10
"632","1131","Google unveils do-it-yourself search engine",0,0,0,42,0,38
"633","1132","Firefox 2.0 hits the Web",0,0,0,54,0,17
"634","1133","Oracle World opens with Dell unveiling AMD-powered computers",0,0,0,56,0,22
"635","1134","Seahawks' QB Hasselbeck out 2-4 weeks",0,0,0,6,31,10
"636","1135","Marathon winner released from hospital ",0,0,3,63,7,4
"637","1136","Punter charged with stabbing asks to live outside state",46,18,17,0,25,24
"638","1137","Allmendinger joining Toyota team in NASCAR ",0,0,0,47,0,14
"639","1138","Trying to assess the damage in Cleveland ",0,0,6,0,38,2
"640","1139","Bryant's boot may have salvaged Bucs' season",0,0,0,39,0,17
"641","1140","This week in auto racing October 27 - October 29",0,0,0,2,0,1
"642","1141","Merriman violation stuns ex-teammate",6,13,9,0,15,35
"643","1142","Bruce revells in upset",14,0,0,0,14,8
"644","1143","Steelers' Roethlisberger has concussion",0,0,4,0,62,12
"645","1144","Arthurs upsets Robredo in first round at the St. Petersburg Open",10,0,0,22,15,29
"646","1145","Mbeki: 2010 World Cup Planning on Track",0,0,0,35,0,2
"647","1146","Clinical Everton show Moyes means business",0,0,0,12,0,8
"648","1147","MS Adds Office 2007 to Vista Coupon Program",0,0,0,42,0,22
"649","1148","One search does not fit all",0,3,0,0,9,10
"650","1149","Apple's dark secret? The 39% claim",4,0,4,0,9,23
"651","1150","Bad weather cancels men's downhill",0,0,5,2,51,12
"652","1151","Cool millions for YouTube founders",0,0,0,67,0,18
"653","1152","London market a shopping, dining haven",0,0,0,49,0,4
"654","1153","'Jackass' star marries childhood friend The secrets people reveal",0,0,0,52,0,29
"655","1154","Audio Slide Show: A love story lasting 61 years",0,0,0,68,0,30
"656","1155","Microsoft to release next generation phone",0,0,0,51,0,33
"657","1156","Body Shop's Roddick has Hepatitis C",0,0,18,0,48,43
"658","1157","Teen allegedly armed by mom turns self in",8,7,38,6,25,38
"659","1158","Oxfam: action needed for Chad",0,0,1,11,0,8
"660","1159","Violence continues at disputed holy site",31,2,31,0,38,2
"661","1160","Storm leaves behind major travel troubles",7,0,33,0,53,6
"662","1161","3 U.S. troops killed hunting weapons cache",13,2,30,0,74,1
"663","1162","China's 'Friends' highlights Web freedoms",4,5,6,48,8,16
"664","1163","NATO: Afghanistan peace 'by 2009'",0,0,11,67,17,19
"665","1164","Alaska's northern lights captivate Japanese",0,0,0,52,0,28
"666","1165","Smith can't be buried until hearing",13,16,0,0,59,21
"667","1166","Spacewalker sets new U.S. record",0,0,0,67,0,23
"668","1167","Fortune: India the Superpower? Think again",0,2,12,22,8,46
"669","1168","Kerry blasts 'escalation of misguided war'",44,17,29,16,28,16
"670","1169","Anna Nicole claimant: A prince of a guy?",0,0,0,1,22,27
"671","1170","'Ronnie' and Eto'o hug and make up",0,0,0,52,0,8
"672","1171","Best of the Chicago Auto Show",0,0,0,40,0,11
"673","1172","'Grey's,' 'Betty,' 'Scrubs' get boost",0,0,0,51,0,11
"674","1173","Massive mud traps dozens of families",6,0,56,0,76,32
"675","1174","Edwards blogger quits, becomes journalistic martyr",0,0,14,8,34,40
"676","1175","Town packs gym to mourn 10 killed in fire",4,0,20,0,82,10
"677","1176","Spain ahead although Nadal is out",0,0,7,46,7,28
"678","1177","ECB holds rates at 3.5 percent",0,0,0,18,0,5
"679","1178","Iran rejects US claims of supplying weapons in Iraq",27,15,34,10,18,9
"680","1179","Jakarta begins disinfection",0,0,18,44,6,11
"681","1180","Rowling 'heartbroken,' 'euphoric' at 'Potter's' end",0,0,2,22,44,15
"682","1181","Apple revs up Mac attacks on Vista",5,26,5,12,11,23
"683","1182","Fear hinders black marrow donation",0,0,51,0,42,11
"684","1183","Texan allegedly joined Somalia rebel plot",45,9,19,0,30,29
"685","1184","U.S. to allow 7,000 Iraqi refugees",4,0,12,33,14,28
"686","1185","Japan: Whaling activists 'terrorists'",29,22,43,12,10,5
"687","1186","'Hannibal' bites the big one",0,2,13,5,0,28
"688","1187","Women protest Pakistan demolition",36,26,13,0,26,31
"689","1188","Wii news for gamers",0,0,0,43,0,32
"690","1189","Democrats look beyond symbolic vote on Iraq",6,8,6,28,3,15
"691","1190","Portugal to vote on abortion laws",2,8,10,20,13,24
"692","1191","Frustration rises as North Korea nuclear talks stall",32,9,40,2,27,2
"693","1192","Horse teeth give details of ancient big chill",0,0,12,13,5,61
"694","1193","Scam lures victims with free puppy offer",14,22,11,3,20,33
"695","1194","Two Koreas to resume talks",1,0,5,47,4,11
"696","1195","Mickelson driving force at masters",0,0,0,28,0,9
"697","1196","England opt for Bopara over Loye",0,0,0,15,6,15
"698","1197","Create own 'Thrillville' for a wild ride",0,0,5,33,0,14
"699","1198","Edwards' campaign blogger quits amid Catholic controversy",6,7,10,1,18,33
"700","1199","Judge: Preserve Anna Nicole's body",0,8,0,0,27,26
"701","1200","Dolphins, sea lions may report for duty soon",0,0,1,33,2,12
"702","1201","Nasdaq-LSE battle nears deadline",0,0,26,8,0,13
"703","1202","A personal plea for HPV vaccine plan",0,0,13,20,19,13
"704","1203","U.S. opens door for Iraqi refugees",2,0,19,46,10,31
"705","1204","Swiss plane crashes at Moscow airport",7,0,31,0,82,17
"706","1205","Study: napping might help heart",0,0,0,57,0,30
"707","1206","MySpace sales surging",0,0,2,59,2,19
"708","1207","Telecoms giant slashes 12,500 jobs",11,0,19,0,67,24
"709","1208","Air France KLM profit rises",0,0,0,59,0,15
"710","1209","Uganda parliament votes to send troops to Somalia",8,1,39,16,22,13
"711","1210","King and queen reign at British film awards",0,0,0,53,0,23
"712","1211","Murphys rule box office with 'Norbit'",0,0,0,42,7,28
"713","1212","Thousands rally in Lebanon",23,8,45,0,19,20
"714","1213","Yahoo's mission quest",0,0,0,13,0,10
"715","1214","Area should get 3-5 inches of snow today",0,0,2,28,0,16
"716","1215","Miss Brazil wins lawsuit competition",0,0,6,58,0,21
"717","1216","Snow wreaks havoc in East, Midwest",3,0,44,0,54,18
"718","1217","The secrets people reveal",0,6,6,0,0,34
"719","1218","Research supports medicinal marijuana",0,0,3,32,4,60
"720","1219","All African amputee football games kick off",3,0,3,52,17,16
"721","1220","Group: Video shows chopper go down",9,0,26,0,60,23
"722","1221","Sale of Chrysler possible",0,0,0,35,16,19
"723","1222","Russia condemns terrorist acts on buses outside Beirut",37,14,43,13,47,5
"724","1223","Technology may save India's river dolphins",0,0,5,66,12,20
"725","1224","Airbus A380 superjumbo takes off",0,0,0,59,3,17
"726","1225","Naps are great for chaps",0,0,0,60,0,31
"727","1226","Female astronaut sets record",0,0,0,67,0,21
"728","1227","Corn stoves popping up in U.S. homes",0,0,0,13,0,37
"729","1228","Iraq closes borders with Syria and Iran",14,12,38,0,42,24
"730","1229","The troubling ending of 'The Departed'",11,2,15,0,36,27
"731","1230","Vietnamese bank plans IPO listing",0,0,0,23,0,6
"732","1231","Toyota's Scion parks in Second Life",0,0,0,17,4,18
"733","1232","Obama will run in 2008",0,0,0,49,0,11
"734","1233","'Cagney and Lacey' finally coming to DVD",0,0,0,47,0,22
"735","1234","Merkel: Stop Iran",25,0,50,0,12,12
"736","1235","Salt Lake City mall shooter was teenager",14,1,19,0,54,50
"737","1236","Female astronaut sets record",0,0,0,68,0,35
"738","1237","Oil holds at $58",4,0,3,12,10,10
"739","1238","Obama announces presidential bid",0,0,0,37,0,28
"740","1239","Tell your boss: Naps are good for you",0,0,0,40,0,36
"741","1240","Serbia rejects United Nation's Kosovo plan",28,10,12,0,23,15
"742","1241","Amish discuss shootings",4,1,28,0,31,10
"743","1242","Jail me, I ate Ivory Coast chocolate",1,17,1,7,0,25
"744","1243","Can North Korea be trusted?",15,14,21,0,6,8
"745","1244","Tourism lags in Bush's hometown",0,0,0,0,20,14
"746","1245","Astronaut's arrest tests NASA's mettle",7,0,4,0,16,50
"747","1246","Man gets second chance at space ride",0,0,6,55,0,20
"748","1247","Go ahead, take a nap, science says",0,0,0,39,0,40
"749","1248","Weekly Nielsen will 'Lost' find its way back?",0,0,11,17,9,11
"750","1249","Brith Airways baggage charges cause confusion",5,13,4,0,14,18
"751","1250","Indonesian with bird flu dies",0,0,45,0,73,21
"752","1251","St. Louis poised for entertainment upswing",0,0,0,54,0,15
"753","1252","New York City may ban iPods while crossing street",3,0,8,25,16,28
"754","1253","Boy allegedly told to kill by mom gives up",21,14,9,16,56,33
"755","1254","Gray wolves off endangered list",0,0,18,55,6,12
"756","1255","Vista's hyped security will be tested",0,0,8,9,0,1
"757","1256","UK police slammed over terror raid",23,11,48,0,15,17
"758","1257","Mogadishu residents flee blasts",4,0,35,8,22,14
"759","1258","Bomb kills 18 on military bus in Iran",2,1,65,0,85,21
"760","1259","'WarioWare,' Wii make perfect fit",0,0,0,27,0,12
"761","1260","U.S. at odds with cleric's aide",11,2,27,0,11,8
"762","1261","Desperate Iraqi mother relies on militia for help",14,3,21,0,67,21
"763","1262","Full details of the EU report on Iran",6,0,14,12,11,16
"764","1263","Singer on Cowell: Glad he was mean",0,4,0,20,2,8
"765","1264","Jones faces Europe meetings snub",4,2,6,0,21,9
"766","1265","Beckham goal helps Real snatch win",0,0,0,53,0,12
"767","1266","Guinea: Plan offices close as country declares emergency",0,0,43,0,17,14
"768","1267","Japan's economy grows",0,0,0,62,0,15
"769","1268","United Nations peacekeepers raid Haitian slum",3,0,7,28,22,20
"770","1269","Work starts on Arctic seed vault",0,0,1,45,0,21
"771","1270","Social networking goes mobile",0,0,0,45,0,20
"772","1271","Beauticians cut, curl, offer stroke-prevention info",0,0,0,40,1,29
"773","1272","Siesta cuts risk of heart disease death, study finds",0,0,6,49,3,55
"774","1273","Thomas Cook to merge with MyTravel",0,0,0,29,0,20
"775","1274","Nap your way to a successful career",0,0,0,37,0,29
"776","1275","Village buried by 100 inches of snow",3,0,47,1,50,21
"777","1276","Oprah announces new book club pick",0,0,0,39,0,23
"778","1277","The science of love ... and lust",0,1,1,23,0,8
"779","1278","Northeaster cancels flights, shuts schools",11,1,11,0,47,20
"780","1279","Napping may be good for your heart",0,0,0,51,0,35
"781","1280","Ryan O'Neal injured son's girlfriend",32,1,11,0,51,32
"782","1281","Chrysler's Valentine's Day massacre",0,13,46,2,60,22
"783","1282","Madrid bombings trial begins",1,0,46,34,36,13
"784","1283","Fight starts over HPV vaccine",14,22,10,14,11,11
"785","1284","Autos drive European gains",0,0,1,48,0,19
"786","1285","James Brown's partner can get her things",0,0,2,21,6,4
"787","1286","Auto show canceled",0,0,0,2,35,17
"788","1287","UK luxury maker Burberry: 'Made in China'?",0,1,0,0,3,30
"789","1288","On-the-job naps might cut heart risk",0,0,4,43,0,42
"790","1289","No. 1 Florida survives Rupp Arena, streak hits 16",0,0,0,39,0,6
"791","1290","J.K. Rowling marks spot of 'Potter's' end",0,0,2,6,36,21
"792","1291","Gronholm takes a commanding lead",0,0,0,37,0,6
"793","1292","Howard slams Obama on Iraq policy",29,18,9,1,8,12
"794","1293","Manila hints at ransom approval",3,1,8,0,16,11
"795","1294","Champion Murray too good for Kim",0,4,0,8,3,7
"796","1295","G7: Yen skates by, yuan singled out",2,0,4,8,15,6
"797","1296","Gunman 'was Srebrenica survivor'",4,0,19,7,17,30
"798","1297","Cutting through the clutter to get things done",0,3,9,21,9,14
"799","1298","Mother: Lohan is doing 'great' in rehab",2,0,10,47,17,19
"800","1299","Who's going to win at the Grammys?",0,0,1,31,0,20
"801","1300","Libby defense upsets judge, rests",9,13,7,0,12,31
"802","1301","Breakup rings find new homes",0,0,2,17,31,10
"803","1302","Gronholm ahead as Solberg crashes",0,0,0,37,11,9
"804","1303","'Norbit' a waste of Murphy",0,8,0,0,20,6
"805","1304","Rocky start for Bangkok airport",0,0,8,19,14,20
"806","1305","12 dead in Lebanese minibus bombings",11,0,61,0,87,9
"807","1306","Sex torture claims hit Russia army",25,45,21,0,35,20
"808","1307","Mega-marsupials once roamed Australia",0,0,2,7,4,52
"809","1308","Rupert Murdoch's secret TiVo",0,0,3,3,0,23
"810","1309","UPDATE 1-Plane crashes at Moscow airport, no passengers",3,0,42,16,50,29
"811","1310","HPV vaccination stirs heated debate in America",30,0,20,6,10,38
"812","1311","Court TV: Accused killer tells jury a love story",8,17,16,3,14,45
"813","1312","Whistle-blowing Web site exposed",0,0,7,22,7,37
"814","1313","Start late, retire rich",0,0,0,32,1,32
"815","1314","Somali PM vows to bring Islamists to justice",30,17,15,18,17,4
"816","1315","Swingers more common than most think",0,3,5,8,11,29
"817","1316","Anna Nicole Smith fans mourn in cyberspace",3,0,0,0,70,7
"818","1317","Antibiotic Ketek more dangerous than thought",9,0,56,0,8,44
"819","1318","Time to book your cruise",0,0,0,45,0,19
"820","1319","'Blazing Angels' for PS3 fails to soar",0,0,12,4,42,12
